User,Timestamp,Compound_Score,Pos_Score,Neu_Score,Neg_Score,Tweets_Ago,Tweet_Text
CBS,Tue Oct 09 19:23:28 +0000 2018,-0.34,0.0,0.893,0.107,35,"@ira We may have accidentally offered the job already to Catherine Deneuve, thinking we were talking to you on the… https://t.co/4BgA5HgSeB"
CBS,Mon Oct 08 23:48:50 +0000 2018,0.4215,0.237,0.763,0.0,36,RT @MadamSecretary: #ICYMI: A powerful moment from last night. #MadamSecretary https://t.co/MgQ11RlFmR
CBS,Mon Oct 08 16:37:00 +0000 2018,0.6696,0.183,0.817,0.0,37,"RT @WorldsBestCBS: It’s the world’s best news! @JKCorden will host, and @DrewBarrymore, @RuPaul and @FaithHill will serve as judges of the…"
CBS,Sun Oct 07 14:00:01 +0000 2018,0.3612,0.098,0.902,0.0,38,All the action on the gridiron from the comfort of your couch. Watch NFL on CBS LIVE today starting at 1pm ET. 🏈… https://t.co/WiXBm46gNV
CBS,Sat Oct 06 21:33:36 +0000 2018,0.0772,0.064,0.936,0.0,39,"RT @CBSAllAccess: Take a first look at Spock, Number One, and Section 31’s newest recruit. #StarTrekDiscovery returns January 17, 2019. htt…"
CBS,Fri Oct 05 23:30:00 +0000 2018,0.5423,0.2,0.8,0.0,40,"Viewers in Atlanta, Charlotte, Pittsburgh, and most of Michigan and Wisconsin, please take note of the DVR alert be… https://t.co/fradnBOvdk"
CBS,Fri Oct 05 20:10:09 +0000 2018,-0.3612,0.0,0.821,0.179,41,"RT @MadamSecretary: Worlds collide when former Secretaries of State @HillaryClinton, @madeleine, and Colin Powell stop by #MadamSecretary f…"
CBS,Fri Oct 05 19:23:53 +0000 2018,0.0,0.0,1.0,0.0,42,".@TheNeighborhood's @BethBehrs and @latelateshow may have come up with a new hit show called ""Naked Rabbi.""… https://t.co/KLsSlzgC0f"
CBS,Fri Oct 05 17:42:12 +0000 2018,-0.6808,0.0,0.811,0.189,43,"RT @FBICBS: When a killer's victim survives to tell the tale, it's up to the team to catch him before he kills again. 

The first SEVEN MIN…"
CBS,Fri Oct 05 16:45:23 +0000 2018,0.3612,0.172,0.828,0.0,44,But you know the CBS Fall TV that makes YOU smile. #WorldSmileDay https://t.co/JVOh5TlK0D
CBS,Fri Oct 05 16:45:22 +0000 2018,0.4767,0.279,0.721,0.0,45,Not everyone smiles at the same shows #WorldSmileDay https://t.co/XFwNIFleXf
CBS,Fri Oct 05 16:45:22 +0000 2018,0.3612,0.2,0.8,0.0,46,"And smile at shows that, you know, get you. #WorldSmileDay https://t.co/9JpmKkB7Ky"
CBS,Fri Oct 05 16:45:21 +0000 2018,0.6124,0.333,0.667,0.0,47,Smile at shows you’ve been meaning to smile at before #WorldSmileDay https://t.co/MWrtrX62BP
CBS,Fri Oct 05 16:45:21 +0000 2018,0.7003,0.42,0.58,0.0,48,Get right back into smiling with your favorites #WorldSmileDay https://t.co/BohCiTymMO
CBS,Fri Oct 05 16:45:19 +0000 2018,0.3612,0.263,0.737,0.0,49,Time to smile at new shows #WorldSmileDay https://t.co/n45SpVXuOq
CBS,Fri Oct 05 16:45:19 +0000 2018,0.4199,0.285,0.715,0.0,50,Smile! CBS Fall TV is here. #WorldSmileDay https://t.co/QhmtAmJL0X
CBS,Thu Oct 04 17:17:46 +0000 2018,0.0,0.0,1.0,0.0,51,"The Big Bang Theory.
Young Sheldon, Mom, Murphy Brown.
S.W.A.T. Watch them tonight.

#NationalPoetryDay"
CBS,Thu Oct 04 00:34:37 +0000 2018,-0.3875,0.0,0.774,0.226,52,@shygirlsue @Ranker And we couldn't be prouder of you.😊 https://t.co/Rt9bRkv32J
CBS,Wed Oct 03 23:45:21 +0000 2018,0.0,0.0,1.0,0.0,53,@suferah_khan https://t.co/hkLN6VK6WI
CBS,Wed Oct 03 23:39:03 +0000 2018,0.7906,0.318,0.682,0.0,54,.@Ranker is ranking the best CBS shows of all time. Did your favorites make the list? https://t.co/D3ZrfZK0Q9
CBS,Wed Oct 03 19:35:31 +0000 2018,0.4939,0.151,0.849,0.0,55,".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a me… https://t.co/o9aKkBKKtw"
CBS,Wed Oct 03 17:05:20 +0000 2018,0.6956,0.31,0.69,0.0,56,".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell… https://t.co/MWa9UNOORj"
CBS,Tue Oct 02 21:25:29 +0000 2018,0.8858,0.354,0.646,0.0,57,RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…
CBS,Tue Oct 02 18:36:26 +0000 2018,0.0,0.0,1.0,0.0,58,"⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw"
CBS,Tue Oct 02 17:52:53 +0000 2018,-0.4449,0.0,0.836,0.164,59,"@miamicah We don't know for sure about that, but we are sure that you should be some sort of TV detective. 🙂 https://t.co/uW5aSn7jlO"
CBS,Tue Oct 02 16:49:34 +0000 2018,0.0,0.0,1.0,0.0,60,"⚡️ “The Neighborhood Premieres on CBS”

https://t.co/R72l342BFE"
CBS,Tue Oct 02 02:42:23 +0000 2018,0.3182,0.119,0.881,0.0,61,"RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…"
CBS,Tue Oct 02 01:10:54 +0000 2018,0.765,0.292,0.708,0.0,62,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old f… https://t.co/fu9SJzv7hZ
CBS,Tue Oct 02 00:01:07 +0000 2018,0.0,0.0,1.0,0.0,63,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…"
CBS,Mon Oct 01 21:56:03 +0000 2018,0.0,0.0,1.0,0.0,64,Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh
CBS,Mon Oct 01 16:33:11 +0000 2018,0.296,0.136,0.864,0.0,65,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H
CBS,Sun Sep 30 23:51:26 +0000 2018,-0.2263,0.0,0.909,0.091,66,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi"
CBS,Sun Sep 30 17:00:00 +0000 2018,0.6124,0.19,0.81,0.0,67,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35
CBS,Sun Sep 30 14:34:18 +0000 2018,0.0,0.0,1.0,0.0,68,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd
CBS,Fri Sep 28 22:22:01 +0000 2018,0.0,0.0,1.0,0.0,69,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR"
CBS,Fri Sep 28 20:16:14 +0000 2018,0.0,0.0,1.0,0.0,70,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7"
CBS,Fri Sep 28 17:52:41 +0000 2018,0.0,0.0,1.0,0.0,71,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV"
CBS,Fri Sep 28 16:51:50 +0000 2018,0.0,0.0,1.0,0.0,72,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1"
CBS,Thu Sep 27 20:19:18 +0000 2018,0.0,0.0,1.0,0.0,73,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1
CBS,Thu Sep 27 20:01:53 +0000 2018,0.0,0.0,1.0,0.0,74,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG
CBS,Thu Sep 27 17:19:16 +0000 2018,0.0,0.0,1.0,0.0,75,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS"
CBS,Thu Sep 27 16:58:08 +0000 2018,-0.34,0.191,0.526,0.283,76,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉
CBS,Thu Sep 27 00:44:13 +0000 2018,0.0,0.0,1.0,0.0,77,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr
CBS,Thu Sep 27 00:42:15 +0000 2018,0.0,0.0,1.0,0.0,78,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw
CBS,Wed Sep 26 21:49:27 +0000 2018,0.1139,0.071,0.929,0.0,79,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu
CBS,Wed Sep 26 19:57:54 +0000 2018,0.6249,0.221,0.779,0.0,80,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay"
CBS,Wed Sep 26 17:25:43 +0000 2018,0.0,0.0,1.0,0.0,81,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g"
CBS,Tue Sep 25 21:10:56 +0000 2018,-0.2714,0.106,0.745,0.149,82,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…"
CBS,Tue Sep 25 20:31:45 +0000 2018,-0.2263,0.0,0.909,0.091,83,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y"
CBS,Tue Sep 25 19:54:26 +0000 2018,0.0,0.0,1.0,0.0,84,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…
CBS,Tue Sep 25 19:45:33 +0000 2018,0.7901,0.291,0.709,0.0,85,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…
CBS,Tue Sep 25 18:34:26 +0000 2018,0.0,0.0,1.0,0.0,86,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S"
CBS,Tue Sep 25 18:05:31 +0000 2018,0.0,0.0,1.0,0.0,87,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw"
CBS,Mon Sep 24 18:56:15 +0000 2018,0.0,0.0,1.0,0.0,88,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F"
CBS,Sun Sep 23 23:24:03 +0000 2018,-0.2263,0.0,0.913,0.087,89,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY"
CBS,Sun Sep 23 14:00:00 +0000 2018,0.0,0.0,1.0,0.0,90,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9
CBS,Fri Sep 21 19:18:00 +0000 2018,0.296,0.144,0.758,0.098,91,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh"
CBS,Fri Sep 21 17:46:26 +0000 2018,-0.1531,0.142,0.672,0.187,92,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉
CBS,Thu Sep 20 23:17:19 +0000 2018,0.296,0.109,0.891,0.0,93,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX"
CBS,Thu Sep 20 21:38:21 +0000 2018,0.6467,0.157,0.843,0.0,94,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…
CBS,Thu Sep 20 16:47:26 +0000 2018,0.0,0.0,1.0,0.0,95,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC
CBS,Wed Sep 19 19:07:37 +0000 2018,-0.0531,0.176,0.588,0.236,96,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs
CBS,Tue Sep 18 17:04:20 +0000 2018,0.6486,0.209,0.791,0.0,97,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…
CBS,Mon Sep 17 22:01:52 +0000 2018,0.9642,0.527,0.473,0.0,98,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…"
CBS,Mon Sep 17 21:41:20 +0000 2018,0.0,0.0,1.0,0.0,99,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…
CBS,Mon Sep 17 19:18:37 +0000 2018,0.3612,0.263,0.737,0.0,100,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9
CNN,Thu Oct 18 00:21:54 +0000 2018,0.0,0.0,1.0,0.0,1,"RT @AC360: ""We should stand up for human rights everywhere in the world.""

Democratic @SenJeffMerkley tells @andersoncooper it should not m…"
CNN,Thu Oct 18 00:19:38 +0000 2018,0.0,0.0,1.0,0.0,2,"JUST IN: Don McGahn out as White House counsel, sources say https://t.co/KwxxKh2E2T https://t.co/dHF8TBYsHp"
CNN,Thu Oct 18 00:15:09 +0000 2018,-0.4404,0.0,0.854,0.146,3,"September was highest month on record for Border Patrol arrests of family members, The Washington Post reports… https://t.co/u0Aj2hDR2U"
CNN,Thu Oct 18 00:00:05 +0000 2018,0.0,0.0,1.0,0.0,4,The 28-year-old woman reshaping Afghanistan's politics https://t.co/87kWoxHHS7 (via @CNNOpinion) https://t.co/em3ulhoKb8
CNN,Wed Oct 17 23:45:03 +0000 2018,0.0,0.0,1.0,0.0,5,Why do we still know so little about Saudi journalist Jamal Khashoggi's disappearance? https://t.co/gW0Y7CYFs5 (via… https://t.co/nKmkLIy5Rh
CNN,Wed Oct 17 23:42:22 +0000 2018,-0.0772,0.104,0.781,0.115,6,"RT @OutFrontCNN: In Texas, can the Democratic ""nice guy"" take off the gloves and go on the attack against the Republican incumbent?  

@Bet…"
CNN,Wed Oct 17 23:30:12 +0000 2018,0.0,0.0,1.0,0.0,7,"HIV pre-exposure prophylaxis can ""significantly"" reduce HIV rates across populations, study says… https://t.co/IjLkoujLfT"
CNN,Wed Oct 17 23:15:09 +0000 2018,-0.4019,0.0,0.816,0.184,8,"With new counsel on board, White House braces for post-election fights https://t.co/1n0xmQ4mMR https://t.co/oXFRoVcNRs"
CNN,Wed Oct 17 23:05:06 +0000 2018,-0.0258,0.128,0.739,0.133,9,"Republicans' hypocrisy on the US deficit is stunning, even in Washington https://t.co/DXkjktdIMp | Analysis by Z. B… https://t.co/sJSRLi9GQ0"
CNN,Wed Oct 17 22:58:03 +0000 2018,0.1779,0.213,0.787,0.0,10,Tech executives want Senator Graham to apologize over Iranian remark https://t.co/qaVdMKGdnH https://t.co/Jkdu3DrEM6
CNN,Wed Oct 17 22:51:03 +0000 2018,0.4963,0.208,0.792,0.0,11,Trump administration again skips labeling China a currency manipulator despite the recent drop in the value of the… https://t.co/6xZymUdHc9
CNN,Wed Oct 17 22:44:04 +0000 2018,0.4963,0.208,0.792,0.0,12,Trump administration again skips labeling China a currency manipulator despite the recent drop in the value of the… https://t.co/PetzbCpMm9
CNN,Wed Oct 17 22:37:04 +0000 2018,-0.2732,0.0,0.811,0.189,13,Uber driver faces kidnapping charges in New York https://t.co/vNkrlsbu3B https://t.co/kLURHzXJ2d
CNN,Wed Oct 17 22:30:03 +0000 2018,-0.4019,0.0,0.787,0.213,14,US flies B-52s near contested islands amid China tensions https://t.co/AKhEKO2pKk https://t.co/65HqFlQ1c5
CNN,Wed Oct 17 22:25:07 +0000 2018,0.4767,0.186,0.814,0.0,15,"LIVE NOW: Recreational marijuana is now legal in Canada. Bruce Linton, the CEO of cannabis company Canopy Growth, j… https://t.co/H8CRRS6wkh"
CNN,Wed Oct 17 22:20:06 +0000 2018,0.743,0.259,0.741,0.0,16,Sergeant Major (Ret.) John Canley has received the Medal of Honor more than 50 years after his extraordinary herois… https://t.co/5efRdMp77q
CNN,Wed Oct 17 22:19:55 +0000 2018,0.0,0.0,1.0,0.0,17,"RT @CNNSitRoom: Rep. Denny Heck: ""I've got a simple message, frankly, for the Saudis. You can take your oil and shove it because human righ…"
CNN,Wed Oct 17 22:15:08 +0000 2018,-0.7096,0.0,0.629,0.371,18,Canada's legalization of marijuana could hurt farmers in poorer countries https://t.co/aElJKLlfbK https://t.co/Hf1qH9IxRp
CNN,Wed Oct 17 22:09:03 +0000 2018,-0.296,0.0,0.896,0.104,19,Democrats and their allies are still dominating most of the campaign airwaves in key House races across the country… https://t.co/QmUtmHsSx5
CNN,Wed Oct 17 22:02:06 +0000 2018,-0.8689,0.0,0.683,0.317,20,"""I think he's dead. And I think the Saudis killed him."" Sen. John Kennedy was blunt about what he believes happened… https://t.co/FX1Ads7pIF"
CNN,Thu Oct 18 00:21:54 +0000 2018,0.0,0.0,1.0,0.0,21,"RT @AC360: ""We should stand up for human rights everywhere in the world.""

Democratic @SenJeffMerkley tells @andersoncooper it should not m…"
CNN,Thu Oct 18 00:19:38 +0000 2018,0.0,0.0,1.0,0.0,22,"JUST IN: Don McGahn out as White House counsel, sources say https://t.co/KwxxKh2E2T https://t.co/dHF8TBYsHp"
CNN,Thu Oct 18 00:15:09 +0000 2018,-0.4404,0.0,0.854,0.146,23,"September was highest month on record for Border Patrol arrests of family members, The Washington Post reports… https://t.co/u0Aj2hDR2U"
CNN,Thu Oct 18 00:00:05 +0000 2018,0.0,0.0,1.0,0.0,24,The 28-year-old woman reshaping Afghanistan's politics https://t.co/87kWoxHHS7 (via @CNNOpinion) https://t.co/em3ulhoKb8
CNN,Wed Oct 17 23:45:03 +0000 2018,0.0,0.0,1.0,0.0,25,Why do we still know so little about Saudi journalist Jamal Khashoggi's disappearance? https://t.co/gW0Y7CYFs5 (via… https://t.co/nKmkLIy5Rh
CNN,Wed Oct 17 23:42:22 +0000 2018,-0.0772,0.104,0.781,0.115,26,"RT @OutFrontCNN: In Texas, can the Democratic ""nice guy"" take off the gloves and go on the attack against the Republican incumbent?  

@Bet…"
CNN,Wed Oct 17 23:30:12 +0000 2018,0.0,0.0,1.0,0.0,27,"HIV pre-exposure prophylaxis can ""significantly"" reduce HIV rates across populations, study says… https://t.co/IjLkoujLfT"
CNN,Wed Oct 17 23:15:09 +0000 2018,-0.4019,0.0,0.816,0.184,28,"With new counsel on board, White House braces for post-election fights https://t.co/1n0xmQ4mMR https://t.co/oXFRoVcNRs"
CNN,Wed Oct 17 23:05:06 +0000 2018,-0.0258,0.128,0.739,0.133,29,"Republicans' hypocrisy on the US deficit is stunning, even in Washington https://t.co/DXkjktdIMp | Analysis by Z. B… https://t.co/sJSRLi9GQ0"
CNN,Wed Oct 17 22:58:03 +0000 2018,0.1779,0.213,0.787,0.0,30,Tech executives want Senator Graham to apologize over Iranian remark https://t.co/qaVdMKGdnH https://t.co/Jkdu3DrEM6
CNN,Wed Oct 17 22:51:03 +0000 2018,0.4963,0.208,0.792,0.0,31,Trump administration again skips labeling China a currency manipulator despite the recent drop in the value of the… https://t.co/6xZymUdHc9
CNN,Wed Oct 17 22:44:04 +0000 2018,0.4963,0.208,0.792,0.0,32,Trump administration again skips labeling China a currency manipulator despite the recent drop in the value of the… https://t.co/PetzbCpMm9
CNN,Wed Oct 17 22:37:04 +0000 2018,-0.2732,0.0,0.811,0.189,33,Uber driver faces kidnapping charges in New York https://t.co/vNkrlsbu3B https://t.co/kLURHzXJ2d
CNN,Wed Oct 17 22:30:03 +0000 2018,-0.4019,0.0,0.787,0.213,34,US flies B-52s near contested islands amid China tensions https://t.co/AKhEKO2pKk https://t.co/65HqFlQ1c5
CNN,Wed Oct 17 22:25:07 +0000 2018,0.4767,0.186,0.814,0.0,35,"LIVE NOW: Recreational marijuana is now legal in Canada. Bruce Linton, the CEO of cannabis company Canopy Growth, j… https://t.co/H8CRRS6wkh"
CNN,Wed Oct 17 22:20:06 +0000 2018,0.743,0.259,0.741,0.0,36,Sergeant Major (Ret.) John Canley has received the Medal of Honor more than 50 years after his extraordinary herois… https://t.co/5efRdMp77q
CNN,Wed Oct 17 22:19:55 +0000 2018,0.0,0.0,1.0,0.0,37,"RT @CNNSitRoom: Rep. Denny Heck: ""I've got a simple message, frankly, for the Saudis. You can take your oil and shove it because human righ…"
CNN,Wed Oct 17 22:15:08 +0000 2018,-0.7096,0.0,0.629,0.371,38,Canada's legalization of marijuana could hurt farmers in poorer countries https://t.co/aElJKLlfbK https://t.co/Hf1qH9IxRp
CNN,Wed Oct 17 22:09:03 +0000 2018,-0.296,0.0,0.896,0.104,39,Democrats and their allies are still dominating most of the campaign airwaves in key House races across the country… https://t.co/QmUtmHsSx5
CNN,Wed Oct 17 22:02:06 +0000 2018,-0.8689,0.0,0.683,0.317,40,"""I think he's dead. And I think the Saudis killed him."" Sen. John Kennedy was blunt about what he believes happened… https://t.co/FX1Ads7pIF"
CNN,Wed Oct 17 21:55:07 +0000 2018,0.4767,0.204,0.796,0.0,41,"Recreational marijuana is now legal in Canada. Bruce Linton, the CEO of cannabis company Canopy Growth, joins… https://t.co/qtPB8SQsOe"
CNN,Wed Oct 17 21:48:07 +0000 2018,0.2023,0.167,0.833,0.0,42,"Meet President Trump, the White House's top spokesperson https://t.co/C9zsMtan8z https://t.co/fw8A2H06AE"
CNN,Wed Oct 17 21:41:10 +0000 2018,0.0,0.0,1.0,0.0,43,New York Attorney General is investigating MoviePass parent company https://t.co/zcdlo1ocZx https://t.co/kZaXndaZa1
CNN,Wed Oct 17 21:34:06 +0000 2018,0.0516,0.112,0.789,0.099,44,Sens. Bernie Sanders and Elizabeth Warren demand answers from Amazon on alleged union-busting… https://t.co/xZ13JQrUr5
CNN,Wed Oct 17 21:27:07 +0000 2018,0.0,0.0,1.0,0.0,45,Democrats aren't closing the deal in must-win Senate races https://t.co/dEwr7ggsFV | Analysis by Harry Enten https://t.co/gV0vy9J9RJ
CNN,Wed Oct 17 21:20:05 +0000 2018,-0.7269,0.063,0.628,0.309,46,Sen. Heidi Heitkamp's re-election campaign mistakenly named women as abuse survivors. Now they want answers.… https://t.co/Wo3dZeubTR
CNN,Wed Oct 17 21:18:51 +0000 2018,0.3182,0.099,0.901,0.0,47,"RT @TheLeadCNN: ""A ringing endorsement"" from President Trump to Ted Cruz this morning says @jaketapper as he reminds viewers that ""it wasn'…"
CNN,Wed Oct 17 21:13:03 +0000 2018,-0.8957,0.104,0.382,0.514,48,Priest accused of child sexual abuse in grand jury report pleads guilty to felony charges https://t.co/RoXtaFVA4z https://t.co/p9Vv7GlZa0
CNN,Wed Oct 17 21:06:03 +0000 2018,-0.7845,0.0,0.566,0.434,49,California surgeon and girlfriend accused in additional rape cases https://t.co/AUmSlxdsVM https://t.co/CLR7YuKtXH
CNN,Wed Oct 17 20:59:06 +0000 2018,0.0,0.0,1.0,0.0,50,"Julia Louis-Dreyfus never considered departing ""Veep"" https://t.co/wAfg9WaBPY https://t.co/FUPew7gyfD"
CNN,Wed Oct 17 20:52:06 +0000 2018,0.3612,0.135,0.865,0.0,51,President Trump is getting ready to throw Republicans under the bus https://t.co/edwFQ96r1H | Analysis by Chris Cil… https://t.co/SbYjOXrYWU
CNN,Wed Oct 17 20:45:36 +0000 2018,0.0,0.0,1.0,0.0,52,"Republican Sen. John Kennedy responds to President Trump calling adult film actress Stormy Daniels ""horseface"" by s… https://t.co/ubV3HWtFd3"
CNN,Wed Oct 17 20:38:03 +0000 2018,0.0,0.0,1.0,0.0,53,"Jared Kushner, facing scrutiny for cultivating close ties with Saudi Arabia's crown price, has remained intentional… https://t.co/2gfalIZ5Nh"
CNN,Wed Oct 17 20:31:07 +0000 2018,0.7935,0.371,0.574,0.055,54,"Chief Justice John Roberts touts collegiality, but Supreme Court's record suggests otherwise https://t.co/87ZSg55ASa https://t.co/mNgqdbglhD"
CNN,Wed Oct 17 20:26:20 +0000 2018,-0.34,0.067,0.815,0.119,55,"RT @TheLeadCNN: Trump ""has had harsher words in the last week or so for Stormy Daniels, Senator Elizabeth Warren and Taylor Swift, than he…"
CNN,Wed Oct 17 20:24:06 +0000 2018,0.0,0.0,1.0,0.0,56,Quickly catch up on the day's news https://t.co/TfT61EFz5s https://t.co/CBmJhMWGWD
CNN,Wed Oct 17 20:17:03 +0000 2018,-0.4215,0.0,0.843,0.157,57,We're just 2 years away from the next recession https://t.co/5Av1TTET5Q | Mark Zandi for CNN Business Perspectives https://t.co/M0lxnof7Am
CNN,Wed Oct 17 20:10:09 +0000 2018,0.128,0.129,0.766,0.105,58,The FBI asks for the public's help in finding missing Wisconsin girl whose parents were found dead… https://t.co/bwKesnybyP
CNN,Wed Oct 17 20:03:06 +0000 2018,0.5432,0.291,0.709,0.0,59,Fed appears committed to gradual tightening despite criticism from President Trump https://t.co/3Gh1yRrMhu https://t.co/8VnhuuN9O3
CNN,Wed Oct 17 19:56:06 +0000 2018,0.3182,0.187,0.813,0.0,60,President Trump is a huge factor in Americans' midterm votes https://t.co/z0jHeDasVS https://t.co/E72SOdFJ7u
